subject,question,choices,correct_answer,model_answer,is_correct,exact_match,ttft_ms,total_time_s,response_text,model,error
"machine_learning","Statement 1| RoBERTa pretrains on a corpus that is approximate 10x larger than the corpus BERT pretrained on. Statement 2| ResNeXts in 2018 usually used tanh activation functions.","True, True | False, False | True, False | False, True","C","B",false,false,99,0.148,"B) False, False","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"management","What is the term for a sub-optimal but acceptable outcome of negotiations between parties?","Bargaining | Satisficing | Accepting | Compromising","B","B",true,false,76,0.156,"B) Satisficing","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"management","What is the term for the 'rule of thumb' type of bias in decision making?","Framing bias | Hindsight bias | Over-confidence bias | Heuristics","D","B",false,false,76,0.120,"B) Hindsight bias","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"marketing","This is a hierarchy of effects or sequential model used to explain how advertising works:","ADD. | AIDA. | PESTLE. | SWOT.","B","B",true,false,76,0.121,"B) AIDA.","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"marketing"," _____________is an important element in the communication process. It recognizes that successful communications are more likely to be achieved if the source and the receiver understand each other.","The realm of understanding. | Personal selling. | Noise. | Feedback.","A","B",false,false,98,0.139,"B) Personal selling.","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"medical_genetics","In a Robertsonian translocation fusion occurs at the:","telomeres. | centromeres. | histones. | ends of the long arms.","B","B",true,false,77,0.142,"B) centromeres.","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"medical_genetics","Zinc finger proteins and helix-turn-helix proteins are","types of DNA-binding proteins | involved in the control of translation | components of ribosomes | part of the hemoglobin in blood cells","A","A",true,false,77,0.150,"A) types of DNA-binding proteins","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"miscellaneous","An important source of information on the credit rating of retail businesses is","the Retail Merchants Association | the local chamber of commerce | Dun & Bradstreet, Inc. | the United States Retail Credit Association","C","C",true,false,98,0.186,"C) Dun & Bradstreet, Inc.","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"miscellaneous","In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?","Conferencing | Discipline-based inquiry | Self-Regulated Strategy Development | Introduction-Body-Conclusion strategy","B","B",true,false,99,0.156,"B) Discipline-based inquiry","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"moral_disputes"," Just war theory's principle of military necessity belongs to","jus in bello. | jus ad bellum. | moral nihilism. | all of the above","A","B",false,false,76,0.151,"B) jus ad bellum.","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"moral_disputes"," According to Mill, censoring speech that is possibly true","violates human dignity. | fails a prima facie duty of honesty. | is tantamount to asserting that you are infallible. | is a risk worth taking of the speech is dangerous enough.","C","B",false,true,98,0.108,"B","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"moral_scenarios","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I slammed on my breaks to miss the ball as it came in to the road. Scenario 2 | I taught my children to play the xylophone.","Wrong, Wrong | Wrong, Not wrong | Not wrong, Wrong | Not wrong, Not wrong","D","B",false,false,124,0.185,"B) Wrong, Not wrong","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"moral_scenarios","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spoke to my mom on the phone during my entire work shift. Scenario 2 | I helped my friend escape prison.","Wrong, Wrong | Wrong, Not wrong | Not wrong, Wrong | Not wrong, Not wrong","A","B",false,false,123,0.177,"B) Wrong, Not wrong","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"nutrition","Which foods tend to be consumed in lower quantities in Wales and Scotland (as of 2020)? ","Meat | Confectionary | Fruits and vegetables | Potatoes","C","B",false,false,102,0.163,"B) Confectionary","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"nutrition","In which one of the following circumstances will the prevalence of a disease in the population increase, all else being constant? ","If the incidence rate of the disease falls. | If survival time with the disease increases. | If recovery of the disease is faster. | If the population in which the disease is measured increases.","B","B",true,true,99,0.110,"B","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"philosophy","Aesthetics deals with objects that are_____.","essential to our existence | unimportant to most people | not essential to our existence | rarely viewed","C","C",true,false,76,0.140,"C) not essential to our existence","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"philosophy","For Socrates, an unexamined life is a tragedy because it results in grievous harm to _____.","the state | the justice system | the body | the soul","D","B",false,true,76,0.084,"B","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"prehistory","Unlike most other early civilizations, Minoan culture shows little evidence of:","trade. | warfare. | the development of a common religion. | conspicuous consumption by elites.","D","B",false,true,77,0.086,"B","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"prehistory","The greatest Egyptian pyramids at Giza were built:","as burial monuments for the pharaoh Khufu, Khufu's son Khafre, and Khufu's grandson Menkaure. | by slaves who were coerced and worked under the threat of death, as described in the book of Exodus of the Old Testament. | in the construction frenzy of the 6th dynasty. | all of the above.","A","D",false,false,124,0.180,"D) all of the above.","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"professional_accounting","You bought a limousine for $98,000 and are planning to rent it for weddings, ceremonies and parties at $245 per hour. If you estimate the car will be hired for 2 hours a day on average, with daily costs at about $50, what is the estimated yearly yield on your investment if you work all year round, i.e. every day of the year, including any festivities and weekends?","164% | 1.64% | 0.45% | 183%","A","B",false,false,149,0.221,"B) 1.64%","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"professional_accounting","Arno Co. did not record a credit purchase of merchandise made prior to year end. However the merchandise was correctly included in the year-end physical inventory. What effect did the omission of reporting the purchase of merchandise have on Arno's balance sheet at year end? Assets Liabilities","No effect No effect | No effect Understated | Understated No effect | Understated Understated","B","B",true,false,123,0.155,"B) No effect","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"professional_law","One afternoon, a pilot was flying a small airplane when it suddenly ran out of gas. As he was coming in for an emergency landing, the plane crossed into a neighboring state at a very low altitude. At this time, a 9-year-old boy was walking to school when he was struck and injured by an object, which may have fallen from the plane. In federal court, a negligence suit was brought against the pilot by the father of the boy for his son. Accompanied by his father, the boy had visited an attorney for preliminary discussions regarding the case. However, the father did not retain the attorney to represent his son in the lawsuit. Instead, the father hired another lawyer to handle the case. At trial, the pilot's attorney calls the consulting attorney to testify what the boy had said to him regarding his physical condition during the consultation that the attorney had had with the boy and his father. The attorney's testimony is","admissible, because the attorney-client privilege was waived by the filing of the lawsuit. | admissible, because there is no privilege of confidentiality when a person other than the client is present at the attorney-client consultation. | inadmissible, because the attorney-client privilege prevents such a breach of confidential communications. | inadmissible, because it was a statement of physical condition not made for the purpose of obtaining medical treatment.","C","B",false,true,298,0.306,"B","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"professional_law","A state statute provides: ""Whenever a person knows or should know that he (or she) is being arrested by a police officer, it is the duty of such person to refrain from using force or any weapon in resisting arrest. "" Violation of the statute is made punishable by fine and/or imprisonment. One morning, there was a bank robbery in the state. That afternoon, a police officer arrested a suspect who he believed was involved in the crime. However, the police officer and the suspect have given different accounts concerning what happened next. According to the police officer, after the suspect was apprehended, he resisted arrest and hit the police officer in the mouth with his fist. The police officer, who was momentarily stunned, pulled out his nightstick and struck the suspect over the head with it. On the other hand, the suspect claimed that after he was arrested, he cursed at the policeman, whereupon the police officer began hitting the suspect with his nightstick. To avoid being hit again, the suspect hit the police officer with his fist, knocking him down. The suspect was charged with assault. The suspect should be found","not guilty, if the arrest was unlawful without probable cause and the jury believes the suspect's account. | not guilty, if the arrest was lawful, provided that the jury believes the suspect's account. | guilty, if the arrest was lawful, regardless which account the jury believes. | guilty, if the arrest was unlawful, regardless which account the jury believes.","B","B",true,false,303,0.462,"B) not guilty, if the arrest was lawful, regardless which account the jury believes.","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"professional_medicine","A 67-year-old woman comes to the physician for a follow-up examination. She had a pulmonary embolism and required treatment in the hospital for 3 weeks. She had a retroperitoneal hemorrhage; anticoagulant therapy was temporarily discontinued, and she underwent placement of an inferior vena cava (IVC) filter. She had a hematoma that was resolving on discharge from the hospital 2 weeks ago. Today, she says she has had a persistent sensation of tingling and numbness of her left thigh that she did not report in the hospital because she thought it would go away; the sensation has improved somewhat during the past week. Her only medication is warfarin. Vital signs are within normal limits. Examination of the skin shows no abnormalities. Muscle strength is normal. Sensation to light touch is decreased over a 5 x 5-cm area on the lateral aspect of the left anterior thigh. Which of the following is the most likely cause of this patient's decreased sensation?","Cerebral infarction during the hospitalization | Complication of the IVC filter placement | Compression of the lateral femoral cutaneous nerve | Hematoma of the left thigh","C","C",true,true,251,0.260,"C","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"professional_medicine","A 25-year-old gravida 3 para 2 female is admitted to the hospital at 39 weeks' gestation in active labor. She had been having regular contractions every 4 minutes, but is now having only a few intermittent, weak contractions. She has received medication for pain twice in the past 6 hours. Examination shows no reason for obstructed labor. The fetal head is engaged, the membranes are intact, the fetal heart tones are normal, and the cervix is 100% effaced and 7 cm dilated. The most likely diagnosis is","Braxton Hicks contractions | lower uterine retraction ring | hypotonic uterine dysfunction | primary dysfunctional labor","C","D",false,false,176,0.231,"D) primary dysfunctional labor","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"professional_psychology","Which of the following statements expresses a relationship between aging and sexual functioning","Aging is related to an increase in vaginal lubrication | Aging is associated with an increase in the frequency and number of orgasmic contractions in both sexes | There is no significant relationship between aging and sexual responses in either sex | Aging is related to some loss of erectile rigidity in the male","D","C",false,false,101,0.257,"C) There is no significant relationship between aging and sexual responses in either sex.","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"professional_psychology","According to Piaget, children are ___________.","“Blank slates” | Less intelligent than adults | “Little scientists” | Shaped by culture","C","C",true,false,76,0.130,"C) ""Little scientists""","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"public_relations","Which common public relations tactic involves sending journalists on visits to appropriate locations?","Media release | Media tour | Press room | Promotional days/weeks","B","B",true,false,77,0.115,"B) Media tour","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"public_relations","You are the vice president of public relations for a corporation that produces a well-known brand of food products. In the Albany, New York, market, one of your products has recently been found to have some contamination. While apparently not fatal, it has given a large number of consumers severe stomach cramps and other intestinal problems. The cause has been traced back to your product, which is sold throughout the nation. Your CEO wants to know what you would advise to keep the situation from becoming a public relations disaster. What should you recommend?","Quickly investigate to make certain your product is definitely the cause of the illness. | Stop all sales of the product throughout the nation and issue a recall for that product. | Stop sales of the product in the Albany, New York, market and issue a recall for that product. | Issue a press release to the Albany, New York, market explaining how to treat the symptoms.","B","B",true,true,202,0.211,"B","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"security_studies","Which of these principles is not an element of the responsibility to protect?","The responsibility to prevent. | The responsibility to react. | The responsibility to remain sovereign. | The responsibility to rebuild.","C","B",false,true,80,0.089,"B","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"security_studies","Can environmental changes be reconciled with national security interests?","Environmental challenges to economic growth, such as natural resource management and employment, leads to diversification and research which may in the long-term result in technological advancements that bolster military programs. | Environmental changes can undermine national security in many ways; including weakening the economic base that determines military capacity. So if the natural capital base of an economy erodes than so does the long-term capacity of its armed forces. Any developments however, will be 'human' in impact. | The environmental problems encountered by countries are principally internal. External threats remain within a country's control: external military threats will remain unchanged and a primary concern. | All of these options.","B","B",true,false,177,0.663,"B) Environmental changes can undermine national security in many ways; including weakening the economic base that determines military capacity. So if the natural capital base of an economy erodes than so does the long-term capacity of its armed forces. Any developments however,","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"sociology","Mass-society theory suggests that:","the content of the media is determined by market forces | the subordinate classes are dominated by the ideology of the ruling class | the media manipulate 'the masses' as vulnerable, passive consumers | audiences make selective interpretations of media messages","C","B",false,false,99,0.237,"B) the subordinate classes are dominated by the ideology of the ruling class","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"sociology","The ecological approach to urban sociology involved studying:","how social groups colonized different areas of the city and competed for resources | the forms of wildlife and natural habitats that could be found on the edges of the city | the way in which people organized collective protests about environmental issues | how men and women used the city's public spaces differently","A","B",false,false,102,0.287,"B) the forms of wildlife and natural habitats that could be found on the edges of the city","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"us_foreign_policy","What is the structure of the United Nations Security Council?","5 permanent members with veto power, 10 rotating members with no veto power | 5 permanent members and 10 rotating members, all with veto power | 10 permanent members with veto power, and 5 rotating members without veto power | 15 permanent members with veto power","A","B",false,false,126,0.291,"B) 5 permanent members and 10 rotating members, all with veto power","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"us_foreign_policy","What was the significance of the Gulf of Tonkin resolution?","It allowed the US to intensify its involvement in Vietnam | It illustrated the influence of public opinion on US foreign policy | It enhanced Congressional control over the Vietnam War | It curtailed US involvement in Vietnam","A","C",false,false,100,0.231,"C) It enhanced Congressional control over the Vietnam War","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"virology","How many human polyomaviruses are known at present?","100 | 1 | 10 | unknown","A","B",false,false,76,0.116,"B) 1","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"virology","AIDS activism in the U.S. resulted in:","Food and Drug Administration reforms | Easier access to investigational drugs | Changes in the way medicine was practiced in the U.S. | All of the above","D","D",true,false,100,0.158,"D) All of the above","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"world_religions"," What can murtis be translated as?","Offerings | Prayers | Apparitions | Idols","D","B",false,false,76,0.115,"B) Prayers","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
"world_religions"," Naturalists who concentrated on natural elements and processes are associated with which of the following?","Daoism | Yin-Yang School | Mengzi | Humanistic Buddhism","B","B",true,false,79,0.147,"B) Yin-Yang School","SmolLM2-1.7B-Instruct-q4f16_1-MLC",""
